Sample,Plate,Well,Row,Col,Egg lay date,Egg lay period,Egg transfer (ET),Infection start date,Infection end date,Infection period,Infection start date - Egg lay date,No. vials made on that date,Yeast usage,Cage,Total flies collected on that date,3 cM,27 cM,Genotype (3 and 27 cM),7 cM,10.3 cM,12 cM,17 cM,Wasp primer melting temperature ,Wasp DNA amplified,8 cM,11 cM,10.7 cM,11.3 cM,11.6 cM,8.5 cM,9 cM,10 cM
1319,14,G9,G,9,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1320,14,H9,H,9,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1321,14,A10,A,10,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,S,HS,NA,H,NA,NA,81.72120667,N,NA,NA,NA,NA,NA,NA,NA,NA
1322,14,B10,B,10,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1324,14,D10,D,10,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,S,HS,H,S,S,S,81.57221985,N,S,NA,NA,NA,NA,NA,NA,NA
1325,14,E10,E,10,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1326,14,F10,F,10,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1327,14,G10,G,10,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1328,14,H10,H,10,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1330,14,B11,B,11,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,H,SH,S,S,S,H,78.29356384,Y,NA,NA,NA,NA,NA,NA,NA,NA
1331,14,C11,C,11,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1332,14,D11,D,11,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1333,14,E11,E,11,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1334,14,F11,F,11,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,H,SH,S,S,S,S,74.86595917,N,NA,NA,NA,NA,NA,NA,NA,NA
1335,14,G11,G,11,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1336,14,H11,H,11,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1337,14,A12,A,12,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1338,14,B12,B,12,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1339,14,C12,C,12,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1340,14,D12,D,12,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,H,SH,S,S,H,H,73.97026062,N,NA,S,NA,S,S,NA,NA,NA
1342,14,F12,F,12,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,S,HS,NA,H,H,NA,78.44335938,Y,NA,NA,NA,NA,NA,NA,NA,NA
1343,14,G12,G,12,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,S,HS,NA,H,H,NA,85.44603729,N,NA,NA,NA,NA,NA,NA,NA,NA
1344,14,H12,H,12,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,S,HS,NA,H,H,S,74.27155304,N,NA,NA,NA,NA,NA,NA,NA,NA
1348,15,D1,D,1,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1349,15,E1,E,1,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,S,HS,NA,NA,NA,NA,78.29436493,Y,NA,NA,NA,NA,NA,NA,NA,NA
1350,15,F1,F,1,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,S,HS,H,H,H,NA,78.29436493,Y,NA,NA,NA,NA,NA,NA,NA,NA
1351,15,G1,G,1,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1352,15,H1,H,1,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,S,HS,H,H,H,NA,78.29436493,Y,NA,NA,NA,NA,NA,NA,NA,NA
1355,15,C2,C,2,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1356,15,D2,D,2,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,S,HS,NA,NA,NA,NA,73.8245697,N,NA,NA,NA,NA,NA,NA,NA,NA
1357,15,E2,E,2,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1358,15,F2,F,2,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1359,15,G2,G,2,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,S,HS,NA,NA,NA,NA,74.12255859,N,NA,NA,NA,NA,NA,NA,NA,NA
1360,15,H2,H,2,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1361,15,A3,A,3,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1362,15,B3,B,3,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1363,15,C3,C,3,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1364,15,D3,D,3,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1365,15,E3,E,3,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1366,15,F3,F,3,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1367,15,G3,G,3,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1372,15,D4,D,4,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,S,HS,NA,NA,NA,NA,78.14981842,Y,NA,NA,NA,NA,NA,NA,NA,NA
1375,15,G4,G,4,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1377,15,A5,A,5,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,S,HS,NA,NA,H,NA,78.44779205,Y,NA,NA,NA,NA,NA,NA,NA,NA
1379,15,C5,C,5,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,S,HS,NA,NA,H,NA,78.14981842,Y,NA,NA,NA,NA,NA,NA,NA,NA
1380,15,D5,D,5,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1381,15,E5,E,5,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1382,15,F5,F,5,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1383,15,G5,G,5,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1385,15,A6,A,6,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,H,SH,NA,NA,H,NA,77.99319458,Y,NA,NA,NA,NA,NA,NA,NA,NA
1386,15,B6,B,6,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,S,HS,NA,H,NA,NA,81.87454987,N,NA,NA,NA,NA,NA,NA,NA,NA
1387,15,C6,C,6,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1388,15,D6,D,6,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1389,15,E6,E,6,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1390,15,F6,F,6,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,S,HS,NA,NA,NA,NA,78.29880524,Y,NA,NA,NA,NA,NA,NA,NA,NA
1391,15,G6,G,6,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392,15,H6,H,6,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1393,15,A7,A,7,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1394,15,B7,B,7,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1396,15,D7,D,7,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1397,15,E7,E,7,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,H,SH,S,H,H,H,77.99319458,Y,S,NA,NA,NA,NA,H,NA,H
1398,15,F7,F,7,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1399,15,G7,G,7,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1400,15,H7,H,7,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,S,HS,H,NA,H,NA,78.14981842,Y,NA,NA,NA,NA,NA,NA,NA,NA
1402,15,B8,B,8,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1407,15,G8,G,8,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1409,15,A9,A,9,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,S,HS,NA,NA,NA,NA,74.27609253,N,NA,NA,NA,NA,NA,NA,NA,NA
1412,15,D9,D,9,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1413,15,E9,E,9,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1415,15,G9,G,9,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,S,HS,NA,H,H,H,78.44779205,Y,NA,NA,NA,NA,NA,NA,NA,NA
1421,15,E10,E,10,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1422,15,F10,F,10,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,H,SH,S,S,S,NA,73.97026062,N,NA,NA,NA,NA,NA,NA,NA,NA
1423,15,G10,G,10,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1424,15,H10,H,10,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,S,HS,NA,H,H,NA,78.00082397,Y,NA,NA,NA,NA,NA,NA,NA,NA
1425,15,A11,A,11,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,S,HS,NA,NA,H,NA,73.82912445,N,NA,NA,NA,NA,NA,NA,NA,NA
1427,15,C11,C,11,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1428,15,D11,D,11,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1431,15,G11,G,11,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1432,15,H11,H,11,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1436,15,D12,D,12,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,S,HS,NA,NA,H,NA,73.9781189,N,NA,NA,NA,NA,NA,NA,NA,NA
1442,16,B1,B,1,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1444,16,D1,D,1,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1445,16,E1,E,1,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1447,16,G1,G,1,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1448,16,H1,H,1,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1449,16,A2,A,2,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,S,HS,H,H,H,H,80.83161926,N,NA,NA,NA,NA,NA,NA,NA,NA
1450,16,B2,B,2,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1451,16,C2,C,2,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1452,16,D2,D,2,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,S,HS,H,H,H,H,78.14981842,Y,NA,NA,NA,NA,NA,NA,NA,NA
1454,16,F2,F,2,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1455,16,G2,G,2,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,S,HS,H,H,H,H,81.42758179,N,NA,NA,NA,NA,NA,NA,NA,NA
1456,16,H2,H,2,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1459,16,C3,C,3,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1462,16,F3,F,3,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1463,16,G3,G,3,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1465,16,A4,A,4,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,S,HS,H,H,H,NA,74.72306061,N,NA,NA,NA,NA,NA,NA,NA,NA
1467,16,C4,C,4,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1468,16,D4,D,4,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1470,16,F4,F,4,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1471,16,G4,G,4,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1472,16,H4,H,4,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1473,16,A5,A,5,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,S,HS,NA,H,H,H,79.34172821,N,NA,NA,NA,NA,NA,NA,NA,NA
1474,16,B5,B,5,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1475,16,C5,C,5,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1477,16,E5,E,5,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1478,16,F5,F,5,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1479,16,G5,G,5,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1480,16,H5,H,5,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1482,16,B6,B,6,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,S,HS,NA,NA,NA,NA,74.41955566,N,NA,NA,NA,NA,NA,NA,NA,NA
1483,16,C6,C,6,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,S,HS,NA,NA,NA,NA,78.44160461,Y,NA,NA,NA,NA,NA,NA,NA,NA
1484,16,D6,D,6,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1485,16,E6,E,6,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,S,HS,H,H,H,H,80.52711487,N,NA,NA,NA,NA,NA,NA,NA,NA
1486,16,F6,F,6,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1487,16,G6,G,6,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1489,16,A7,A,7,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1490,16,B7,B,7,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1491,16,C7,C,7,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,S,HS,NA,H,H,NA,78.14367676,Y,NA,NA,NA,NA,NA,NA,NA,NA
1492,16,D7,D,7,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1494,16,F7,F,7,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1495,16,G7,G,7,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,S,HS,H,H,H,H,78.29264069,Y,NA,NA,NA,NA,NA,NA,NA,NA
1496,16,H7,H,7,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
